genre,track_id,track_name,artist_name,tempo,danceability,energy,acousticness,duration_ms,instrumentalness,liveness,loudness,mode,speechiness,time_signature,valence
rock,5HbCnVLXRyZVxnreOPgJCK,Girlfriend,Avril Lavigne,163.983,0.56,0.959,0.000738,216600,0.000206,0.209,-2.433,1,0.102,4,0.67
rock,1Eb90nmqTrxylKFhcUzW8P,(Everything I Do) I Do It For You,Bryan Adams,131.23,0.533,0.36,0.0805,393640,9.57e-06,0.0631,-12.633,1,0.0282,4,0.299
rock,4bpUxvEEH1Jb62Z1ik1dK4,Sturm,Hurricane on Saturn,116.042,0.588,0.69,0.00141,246037,0.000484,0.0856,-8.389,1,0.0409,4,0.0661
rock,18lR4BzEs7e3qzc0KVkTpU,What I've Done,Linkin Park,120.092,0.627,0.935,0.0092,205227,0.0,0.147,-4.882,1,0.0324,4,0.287
rock,5vdp5UmvTsnMEMESIF2Ym7,Another One Bites The Dust - Remastered 2011,Queen,109.967,0.933,0.528,0.112,214653,0.312,0.163,-6.472,0,0.161,4,0.754
rock,2zYzyRzz6pRmhPzyfMEC8s,Highway to Hell,AC/DC,115.728,0.574,0.913,0.061,208400,0.00158,0.156,-4.793,0,0.133,4,0.423
rock,6lEuFGrUqR9Yc6hSsHPnYP,"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",Aerosmith,121.16,0.39,0.649,0.172,299760,0.0,0.216,-5.163,1,0.0345,4,0.144
rock,4pbJqGIASGPr0ZpGpnWkDn,We Will Rock You - Remastered 2011,Queen,81.308,0.692,0.497,0.676,122067,0.0,0.259,-7.316,1,0.119,4,0.475
rock,0iHdS7s7ezMIx3H7DbBLQB,Pitch Black,Hurricane on Saturn,144.923,0.589,0.896,0.00278,193824,0.18,0.7,-7.891,0,0.0725,4,0.38
rock,6Wx88Mv6b9ofjKMKkdwOJd,New Divide,Linkin Park,117.971,0.493,0.808,0.000235,268613,0.0,0.0983,-3.365,0,0.0362,4,0.38
rock,0bVtevEgtDIeRjCJbK3Lmv,Welcome To The Jungle,Guns N' Roses,123.453,0.447,0.954,0.0235,272027,0.403,0.298,-8.069,1,0.0751,4,0.331
rock,2n6FX3Jcg4b4Leoz0GOqBF,Wherever You Will Go,The Calling,112.03,0.555,0.717,0.0414,208507,0.0,0.116,-5.114,1,0.0269,4,0.374
rock,3cwDSDzTiWr5H5xMQhQ6Mx,Du hast,Rammstein,125.105,0.64,0.922,0.00369,234227,0.055,0.332,-6.283,0,0.0385,4,0.716
rock,1r1fPuhj9H4VdXr7OK6FL5,CASTLE OF GLASS,Linkin Park,108.0,0.615,0.911,0.0686,205400,0.00188,0.0908,-3.584,0,0.0278,4,0.685
rock,1jR2NwSflmD6Ffibd71Ctx,Nothing I Can Do,Hurricane on Saturn,120.028,0.535,0.651,0.156,209421,0.0779,0.284,-8.435,0,0.034,4,0.414
rock,7x8dCjCr0x6x2lXKujYD34,The Pretender,Foo Fighters,172.984,0.433,0.959,0.000917,269373,0.0,0.028,-4.04,1,0.0431,4,0.365
rock,4LFwNJWoj74Yd71fIr1W8x,Right Here Waiting,Richard Marx,177.679,0.395,0.252,0.8,264333,0.0,0.101,-13.589,1,0.0301,4,0.126
rock,2kYnBtnKKO3fPvGK73Ppo9,Mr. Brightside,The Killers,148.104,0.344,0.931,0.00104,223973,0.0,0.0903,-3.759,1,0.0783,4,0.251
rock,0LnkNEgEXv83bVVvgnB9Et,Come As You Are,Nirvana,119.92,0.49,0.835,8.38e-05,219040,0.00373,0.0908,-6.323,0,0.0332,4,0.519
rock,64yrDBpcdwEdNY9loyEGbX,21 Guns,Green Day,159.779,0.268,0.742,0.0518,321093,0.0,0.626,-4.939,1,0.0355,4,0.416
rock,77OGhwJTmiCTzNQuXQqow3,When I Shoot I Kill,Hurricane on Saturn,135.121,0.548,0.789,0.00217,248110,5.7e-06,0.395,-6.519,1,0.0532,4,0.537
rock,1NCuYqMc8hKMb4cpNTcJbD,Another Day in Paradise - 2016 Remaster,Phil Collins,101.967,0.78,0.565,0.736,322133,0.00269,0.063,-7.32,0,0.0306,4,0.365
rock,6Qyc6fS4DsZjB2mRW9DsQs,Iris,The Goo Goo Dolls,155.925,0.315,0.715,0.00125,289533,7.97e-06,0.0942,-8.072,0,0.0362,3,0.497
rock,0ntQJM78wzOLVeCUAW7Y45,Sex on Fire,Kings of Leon,153.398,0.542,0.905,0.00172,203347,0.0104,0.136,-5.653,1,0.054,4,0.374
rock,1vNoA9F5ASnlBISFekDmg3,Zombie,Bad Wolves,77.093,0.448,0.826,0.00756,254805,0.0,0.117,-3.244,0,0.0319,4,0.19
rock,1G391cbiT3v3Cywg8T7DM1,Scar Tissue,Red Hot Chili Peppers,88.969,0.595,0.717,0.0779,215907,0.00274,0.108,-4.803,1,0.0295,4,0.547
rock,3jWZTn9YmGH5lf0svT3dNH,Let Me Go,Smiley,144.912,0.672,0.648,0.179,183724,0.000501,0.201,-7.368,0,0.0322,4,0.32
rock,63T7DJ1AFDD6Bn8VzG6JE8,"Paint It, Black",The Rolling Stones,158.691,0.464,0.795,0.0493,202267,0.00244,0.399,-9.267,1,0.0926,4,0.612
rock,1ZLtE9tSJdaUiIJ9YoKHQe,Decode,Paramore,164.057,0.28,0.87,0.000686,261960,0.00608,0.101,-4.219,0,0.0592,4,0.284
rock,5EBoNoVE7BoGQ7Hfd2uGUR,Don't Let Me Down - Remastered,The Beatles,77.119,0.593,0.289,0.568,215733,0.000829,0.0928,-11.049,1,0.0259,4,0.733
rock,2oaK4JLVnmRGIO9ytBE1bt,Dark Necessities,Red Hot Chili Peppers,91.959,0.7,0.742,0.0722,302000,0.0199,0.11,-6.777,0,0.0716,4,0.197
rock,2vEQ9zBiwbAVXzS2SOxodY,Nothing's Gonna Stop Us Now,Starship,95.988,0.643,0.801,0.0298,270333,0.0,0.0719,-4.921,1,0.0228,4,0.534
rock,7AK0yeohL3m0N6l7GgzJhE,I Want,Hurricane on Saturn,149.979,0.547,0.958,0.0035,193100,7.96e-06,0.132,-2.448,0,0.121,4,0.452
rock,4rDbp1vnvEhieiccprPMdI,Somebody To Love - Remastered 2011,Queen,109.266,0.406,0.698,0.186,296480,0.0,0.233,-7.024,1,0.0624,3,0.333
rock,1aLNpg2kKvUncflV8xE5AA,Linger,The Cranberries,94.864,0.438,0.428,0.0841,274760,4.63e-05,0.138,-14.861,1,0.0263,4,0.209
rock,1SBuYdJK3a3NU55nGomgAe,Kryptonite,3 Doors Down,97.991,0.608,0.835,0.24,235360,0.0,0.3,-6.157,0,0.0282,4,0.68
rock,2UREu1Y8CO4jXkbvqAtP7g,Monster,Skillet,134.992,0.64,0.957,0.0431,178013,0.0,0.0789,-2.336,1,0.0741,4,0.692
rock,7AB0cUXnzuSlAnyHOqmrZr,Faint,Linkin Park,135.12,0.554,0.98,0.127,162107,0.0,0.0833,-3.514,1,0.108,4,0.611
rock,78TnMTAFmWUWWCgNXR7D3K,Listen To Your Heart,Roxette,86.063,0.539,0.583,0.108,328093,0.0,0.111,-4.935,0,0.0275,4,0.337
rock,0kzw2tRyuL9rzipi5ntlIy,Shut Up and Dance,WALK THE MOON,128.038,0.578,0.866,0.00701,199080,0.0,0.257,-3.804,1,0.0619,4,0.619
rock,4Vn7TykT27PIygBiZjTR2s,Hotel California - 2013 Remaster,Eagles,147.125,0.579,0.508,0.00574,391376,0.000494,0.0575,-9.484,1,0.027,4,0.609
rock,3Xfg7AegXaDLoD5GOUMf2e,My Demons,STARSET,173.008,0.274,0.652,0.00768,288036,6.42e-05,0.108,-6.196,0,0.0625,4,0.1
rock,4LOgi2TAAoKU9ImfzRrCPO,Heaven,Bryan Adams,69.83,0.269,0.572,0.059,243360,1.3e-06,0.123,-7.361,0,0.0278,4,0.364
hip-hop,3N2CRRKaJ3CHfDHsRfo8wW,See You Again,Wiz Khalifa,80.025,0.69,0.48,0.369,229526,0.0,0.0649,-7.503,1,0.0816,4,0.286
hip-hop,1K5KBOgreBi5fkEHvg5ap3,Life Is Good (feat. Drake),Future,142.053,0.795,0.574,0.067,237918,0.0,0.15,-6.903,0,0.487,4,0.537
hip-hop,3jaDgrlpO8P4t50BuvLIPS,In Da Club,50 Cent,90.026,0.907,0.668,0.331,193560,0.0,0.0922,-3.76,0,0.341,4,0.82
hip-hop,0wwPcA6wtMf6HUMpIRdeP7,Hotline Bling,Drake,134.966,0.891,0.628,0.00258,267067,0.00019,0.0504,-7.863,1,0.0551,4,0.552
hip-hop,06wOQGz4bGB7HETrIjpIep,Without Me,Eminem,112.243,0.915,0.656,0.00299,290227,0.0,0.324,-2.827,1,0.0716,4,0.642
hip-hop,4YMqbFcDIFiCBd02PzUBcM,Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis,94.992,0.781,0.526,0.0619,235613,0.0,0.0457,-6.985,0,0.293,4,0.662
hip-hop,4hEl2wrneFEJbJ6SDYWd2f,Not Afraid,Eminem,114.609,0.854,0.954,0.543,248133,0.0,0.201,-1.185,0,0.246,5,0.67
hip-hop,3B54sVLJ402zGa6Xm4YGNe,Unforgettable,French Montana,97.985,0.726,0.769,0.0293,233902,0.0101,0.104,-5.043,1,0.123,4,0.733
hip-hop,6syOdAs4IK8kPWR7gDyjRw,Congratulations,Post Malone,123.087,0.629,0.817,0.199,220293,0.0,0.317,-4.261,1,0.0357,4,0.466
hip-hop,5IaHrVsrferBYDm0bDyABy,Taste (feat. Offset),Tyga,97.994,0.884,0.559,0.0236,232959,0.0,0.101,-7.442,1,0.12,4,0.342
hip-hop,6DCZcSspjsKoFjzjrWoCdn,God's Plan,Drake,77.169,0.754,0.449,0.0332,198973,8.29e-05,0.552,-9.211,1,0.109,4,0.357
hip-hop,7lQWRAjyhTpCWFC0jmclT4,Gangsta's Paradise,Coolio,79.974,0.647,0.514,0.0655,240693,0.0,0.398,-10.05,1,0.0593,4,0.387
hip-hop,6ltPEsP4edATzvinHOzvk2,Still D.R.E.,Dr. Dre,93.43,0.814,0.779,0.175,268005,0.000671,0.0605,-3.271,1,0.235,4,0.544
hip-hop,6sDQ4uiWw9OdVrCXFLSlZt,Rap God,Eminem,148.138,0.712,0.838,0.403,363521,0.0,0.809,-2.679,1,0.313,4,0.607
hip-hop,1FvU97lrWOG2NRxErh6OZz,Bad and Boujee (feat. Lil Uzi Vert),Migos,127.081,0.897,0.661,0.0633,334467,0.0,0.116,-6.2,0,0.27,4,0.193
hip-hop,6UaRii9AH6Zss9xNMEQ2M9,Love The Way You Lie,Eminem,86.961,0.746,0.922,0.246,263373,0.0,0.515,-5.014,1,0.236,4,0.638
hip-hop,2kQuhkFX7uSVepCD3h29g5,Smack That,Akon,118.978,0.939,0.741,0.323,212360,0.0,0.107,-5.171,0,0.0471,4,0.925
hip-hop,5Z01UMMf7V1o0MzF86s6WJ,Lose Yourself,Eminem,171.374,0.692,0.744,0.00868,326467,0.000423,0.359,-4.565,1,0.257,4,0.0612
hip-hop,35ieKju5aLWFN5UgfJ27mL,SAD!,XXXTENTACION,75.023,0.74,0.613,0.258,166568,0.00372,0.123,-4.88,1,0.145,4,0.473
hip-hop,2U7Hu2RaNQNRi7izoJyZaX,rockstar,Post Malone,159.784,0.578,0.532,0.117,218320,8.97e-05,0.143,-6.636,0,0.066,4,0.12
hip-hop,43ZyHQITOjhciSUUNPVRHc,Gucci Gang,Lil Pump,119.889,0.936,0.523,0.239,124056,0.0,0.117,-6.71,1,0.0597,4,0.699
hip-hop,3zb8MJfUXnliRswQXpkYBz,Bodak Yellow,Cardi B,125.015,0.927,0.704,0.0659,223713,0.0,0.231,-6.335,0,0.102,4,0.494
hip-hop,5eqiMMbaeUZ32Q7sS00H35,Anaconda,Nicki Minaj,129.996,0.964,0.605,0.0668,260240,7.78e-06,0.214,-6.223,1,0.179,4,0.646
hip-hop,3bidbhpOYeV4knp8AIu8Xn,Can't Hold Us (feat. Ray Dalton),Macklemore & Ryan Lewis,146.078,0.641,0.922,0.0291,258343,0.0,0.0862,-4.457,1,0.0786,4,0.847
hip-hop,2E124GmJRnBJuXbTb4cPUB,FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,125.978,0.931,0.387,0.088,179405,0.0,0.136,-9.127,1,0.412,4,0.376
hip-hop,3swc6WTsr7rl9DqQKQA55C,Psycho (feat. Ty Dolla $ign),Post Malone,140.06,0.75,0.56,0.546,221440,0.0,0.111,-8.094,1,0.105,4,0.459
hip-hop,17baAghWcrewNOcc9dCewx,Mockingbird,Eminem,83.808,0.621,0.672,0.21,251267,0.0,0.13,-3.892,0,0.276,4,0.228
hip-hop,2xLMifQCjDGFmkHkpNLD9h,SICKO MODE,Travis Scott,155.008,0.834,0.73,0.00513,312820,0.0,0.124,-3.714,1,0.222,4,0.446
hip-hop,0pSBuHjILhNEo55xK1zrRt,Rolex,Ayo & Teo,144.946,0.804,0.886,0.0837,238587,0.0,0.266,-2.512,1,0.04,4,0.789
hip-hop,1CvCdoP0Dqx8qrdt2ZdMH6,When I'm Gone - Album Version (Edited),Eminem,77.364,0.496,0.735,0.0543,280093,0.0,0.296,-5.551,0,0.359,4,0.759
hip-hop,285pBltuF7vW8TeWk8hdRR,Lucid Dreams,Juice WRLD,83.903,0.511,0.566,0.349,239836,0.0,0.34,-7.23,0,0.2,4,0.218
hip-hop,1XHjU0TGIgl5lMFKAF25Y3,23,Mike WiLL Made-It,140.02,0.863,0.609,0.000349,252520,3.97e-06,0.129,-5.231,1,0.0564,4,0.326
hip-hop,7ujx3NYtwO2LkmKGz59mXp,HUMBLE.,Kendrick Lamar,150.018,0.906,0.625,0.000243,177000,3.23e-05,0.0975,-6.779,0,0.0903,4,0.423
hip-hop,6gBFPUFcJLzWGx4lenP6h2,goosebumps,Travis Scott,130.049,0.841,0.728,0.0847,243837,0.0,0.149,-3.37,1,0.0484,4,0.43
hip-hop,7KccdUP4IslFXUNNseqBc7,The Real Slim Shady,Eminem,104.495,0.948,0.656,0.0287,284533,0.0,0.0472,-4.34,0,0.0606,4,0.77
hip-hop,5D2mYZuzcgjpchVY1pmTPh,Candy Shop,50 Cent,125.18,0.613,0.574,0.0253,209107,3.13e-05,0.38,-7.961,1,0.467,5,0.755
hip-hop,0b9oOr2ZgvyQu88wzixux9,This Is America,Childish Gambino,120.024,0.854,0.463,0.117,225773,0.0,0.354,-6.159,1,0.137,4,0.549
hip-hop,19gEmPjfqSZT0ulDRfjl0m,Hot N*gga,Bobby Shmurda,167.879,0.794,0.51,0.0505,194561,1.81e-06,0.0562,-7.314,1,0.42,4,0.18
hip-hop,4scpF6J5uMBvoh6sFB7EL1,No Type,Rae Sremmurd,125.079,0.888,0.486,0.0158,200080,4.11e-06,0.0925,-7.803,1,0.16,4,0.232
hip-hop,0fgZUSa7D7aVvv3GfO0A1n,Post to Be (feat. Chris Brown & Jhene Aiko),Omarion,97.448,0.733,0.676,0.0697,226581,0.0,0.208,-5.655,0,0.0432,4,0.701
hip-hop,4NhDYoQTYCdWHTvlbGVgwo,GOOBA,6ix9ine,178.462,0.611,0.688,0.0264,132303,0.0,0.251,-5.688,1,0.341,4,0.393
hip-hop,5iNRPN7oYQvdB9AmeSW6d3,Trap Queen,Fetty Wap,148.075,0.746,0.873,0.0244,222093,0.0,0.354,-3.803,1,0.128,4,0.817
hip-hop,1B75hgRqe7A4fwee3g3Wmu,U Can't Touch This,MC Hammer,133.149,0.867,0.517,0.00449,257360,0.000343,0.0864,-13.22,0,0.088,4,0.862
hip-hop,6MreoQf8oixWI2xRcw3Fv1,Mirror,Lil Wayne,74.267,0.328,0.622,0.858,228093,0.0,0.104,-7.291,0,0.0866,4,0.401
hip-hop,6yr8GiTHWvFfi4o6Q5ebdT,'Till I Collapse,Eminem,171.411,0.551,0.851,0.0748,297893,0.0,0.0784,-3.277,1,0.197,4,0.1
hip-hop,7qUJQSNX9QNf46CC6FgH66,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,169.021,0.502,0.786,0.255,243491,0.0,0.65,-4.378,0,0.317,4,0.739
hip-hop,5dAmTL6mn3Mppg3cABrL0g,Panda,Desiigner,101.566,0.601,0.695,0.0216,226520,8.64e-06,0.368,-5.811,0,0.394,3,0.306
hip-hop,5k38wzpLb15YgncyWdTZE4,Him & I (with Halsey),G-Eazy,87.908,0.589,0.731,0.0534,268867,0.0,0.308,-6.343,1,0.0868,4,0.191
hip-hop,20LxTsa6936zOlzTWqoPVt,The Next Episode,Dr. Dre,95.295,0.92,0.891,0.0313,161600,0.0,0.083,-2.398,0,0.253,4,0.311
hip-hop,6jmTHeoWvBaSrwWttr8Xvu,I Mean It (feat. Remo),G-Eazy,140.0,0.712,0.562,0.125,236480,0.0,0.136,-6.008,1,0.129,4,0.142
hip-hop,0AhrTX6TszxuoDjfOSprlz,Stan,Eminem,80.063,0.78,0.768,0.0371,404107,2.34e-06,0.518,-4.325,0,0.238,4,0.507
hip-hop,0Z2J91b2iTGLVTZC4fKgxf,Hit 'Em Up - Single Version,2Pac,95.19,0.916,0.844,0.0394,312627,0.0,0.0778,-3.967,1,0.236,4,0.586
hip-hop,4wFjTWCunQFKtukqrNijEt,MotorSport,Migos,137.993,0.902,0.518,0.0305,303077,0.0,0.325,-5.32,1,0.183,4,0.188
hip-hop,5TEH4r5OBFcKZJBjF4qOxL,death bed (coffee for your head),Powfu,144.004,0.725,0.431,0.731,173333,0.0,0.696,-8.765,0,0.135,4,0.348
hip-hop,2t8yVaLvJ0RenpXUIAC52d,a lot,21 Savage,145.972,0.837,0.636,0.0395,288624,0.00125,0.342,-7.643,1,0.086,4,0.274
hip-hop,6EqElHlXS9rGsLkbgaCIqA,P.I.M.P. - Snoop Dogg Remix,50 Cent,78.045,0.603,0.693,0.0935,288920,0.0,0.0506,-5.897,0,0.358,4,0.834
hip-hop,18QmsgC86DW2MSBV4zlucP,Black and Yellow,Wiz Khalifa,164.02,0.684,0.834,0.0646,217667,0.0,0.271,-4.524,0,0.0675,4,0.538
hip-hop,3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOM,Travis Scott,76.469,0.598,0.427,0.0546,175721,5.83e-06,0.21,-8.764,0,0.0317,4,0.0605
hip-hop,7ezLh0h5szmKUoOmMoq42L,Murder on My Mind,YNW Melly,115.002,0.759,0.73,0.145,268434,3.06e-06,0.11,-7.983,0,0.0516,4,0.74
hip-hop,7dt6x5M1jzdTEt8oCbisTK,Better Now,Post Malone,145.07,0.674,0.578,0.331,231267,0.0,0.135,-5.804,1,0.0408,4,0.34
hip-hop,0JUlKBWJA1RTZyFCQiiGJY,Freestyle,Lil Baby,120.001,0.877,0.511,0.231,162053,0.0,0.147,-5.572,0,0.0639,4,0.264
hip-hop,40YcuQysJ0KlGQTeGUosTC,"Me, Myself & I",G-Eazy,111.995,0.756,0.674,0.0184,251467,0.0,0.158,-6.518,0,0.0959,4,0.389
hip-hop,7floNISpH8VF4z4459Qo18,Look At Me!,XXXTENTACION,139.059,0.763,0.726,0.259,126346,0.0,0.0976,-6.405,1,0.282,4,0.349
hip-hop,4yfdnCOjuDwf2Ivpo8vg8H,"No Limit REMIX (feat. A$AP Rocky, French Montana, Juicy J & Belly)",G-Eazy,176.051,0.84,0.736,0.0129,278105,0.0,0.0849,-3.757,1,0.289,4,0.415
hip-hop,36UJQSz794btIydfP502s3,Mask Off,Future,150.062,0.833,0.434,0.0102,204600,0.0209,0.165,-8.795,1,0.431,4,0.281
hip-hop,1XRgIKC5TPwo7nWGyKqgG0,I Get the Bag (feat. Migos),Gucci Mane,139.948,0.89,0.633,0.0232,233087,0.000343,0.0993,-5.475,1,0.168,4,0.425
hip-hop,7ycWLEP1GsNjVvcjawXz3z,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,80.015,0.854,0.569,0.0609,205040,0.0816,0.1,-8.151,0,0.106,4,0.294
hip-hop,6drwEceXZH8Yi0Xu9rUXEj,Ready to Die - 2005 Remaster,The Notorious B.I.G.,84.991,0.727,0.831,0.0632,264547,3.63e-05,0.487,-5.713,1,0.31,4,0.504
hip-hop,6u68nH5R3hyc94XImtFDfc,21 Questions,50 Cent,84.53,0.608,0.821,0.356,224427,0.00029,0.0464,-3.939,0,0.337,4,0.896
hip-hop,0QIjsbm2fh1cJ45XO9eGqq,Wake Up in the Sky,Gucci Mane,143.01,0.8,0.578,0.00381,204665,0.0,0.359,-5.144,0,0.0485,4,0.367
hip-hop,5MA2PcR1F5HqV9RYtI3TfM,Crank That (Soulja Boy),Soulja Boy,140.2,0.733,0.74,0.513,221933,0.0,0.0468,-2.18,1,0.0905,4,0.799
hip-hop,51Fjme0JiitpyXKuyQiCDo,Lalala,Y2K,129.972,0.843,0.39,0.178,160627,0.0,0.137,-7.899,1,0.0846,4,0.495
hip-hop,3XVozq1aeqsJwpXrEZrDJ9,Ice Ice Baby,Vanilla Ice,116.012,0.979,0.792,0.0025,254467,7.71e-06,0.102,-2.784,1,0.0388,4,0.583
hip-hop,0x7U32vZzq7e1qVpA0MBwK,Just A Lil Bit,50 Cent,96.946,0.489,0.692,0.0322,237707,0.00608,0.315,-6.672,1,0.41,4,0.527
hip-hop,2XHzzp1j4IfTNp1FTn7YFg,Love Me,Lil Wayne,124.926,0.67,0.634,0.0124,255053,0.0,0.0946,-6.471,1,0.0326,4,0.497
hip-hop,1UZ25gykR30Oewh3dBRtVZ,Only,Nicki Minaj,179.369,0.573,0.495,0.405,312027,0.0,0.0969,-7.245,0,0.592,3,0.255
hip-hop,7GX5flRQZVHRAGd6B4TmDO,XO Tour Llif3,Lil Uzi Vert,155.096,0.732,0.75,0.00264,182707,0.0,0.109,-6.366,0,0.231,4,0.401
hip-hop,6p8NuHm8uCGnn2Dtbtf7zE,Slippery (feat. Gucci Mane),Migos,141.967,0.92,0.675,0.307,304041,0.0,0.104,-5.661,0,0.263,4,0.749
hip-hop,5a0S3P4JeMAoeL79YNc2UJ,Many Men (Wish Death),50 Cent,107.595,0.687,0.836,0.0163,256227,0.00107,0.129,-2.949,0,0.352,5,0.388
hip-hop,6Ozh9Ok6h4Oi1wUSLtBseN,BOP,DaBaby,126.77,0.769,0.787,0.189,159715,0.0,0.129,-3.909,1,0.367,4,0.836
hip-hop,3qQ6WFhcAx6LOH1UHz1c0U,Hookah,Tyga,190.04,0.678,0.484,0.735,202320,0.0,0.117,-6.647,0,0.43,4,0.219
hip-hop,4Oun2ylbjFKMPTiaSbbCih,WAP (feat. Megan Thee Stallion),Cardi B,133.073,0.935,0.454,0.0194,187541,0.0,0.0824,-7.509,1,0.375,4,0.357
hip-hop,2EEeOnHehOozLq4aS0n6SL,iSpy (feat. Lil Yachty),KYLE,75.016,0.746,0.653,0.378,253107,0.0,0.229,-6.745,1,0.289,4,0.672
hip-hop,59ywHNwwchG4nZJMLyxSzd,Clout (feat. Cardi B),Offset,140.022,0.919,0.622,0.23,205803,4.24e-06,0.122,-7.384,1,0.0997,4,0.423
hip-hop,0PvFJmanyNQMseIFrU708S,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,125.971,0.823,0.586,0.114,190476,0.0,0.193,-6.606,0,0.2,4,0.347
hip-hop,1aUT4xl8iiYNr6emik4qTB,I Need A Doctor,Dr. Dre,155.964,0.587,0.931,0.103,283733,1.16e-06,0.346,-4.426,1,0.467,4,0.445
hip-hop,2SAqBLGA283SUiwJ3xOUVI,Laugh Now Cry Later (feat. Lil Durk),Drake,133.976,0.761,0.518,0.244,261493,3.47e-05,0.107,-8.871,1,0.134,4,0.522
hip-hop,0S0vWvyZ6Rc79TXkWxT9QA,Save That Shit,Lil Peep,106.0,0.534,0.583,0.0262,231547,0.0,0.421,-8.672,1,0.0288,4,0.145
hip-hop,5bJ1DrEM4hNCafcDd1oxHx,Self Care,Mac Miller,141.894,0.52,0.538,0.367,345133,0.00187,0.119,-8.109,1,0.206,4,0.177
hip-hop,27oFpFktCq9JIXjJQRuv7a,GOTTI,6ix9ine,161.9,0.728,0.584,0.0524,166852,0.0,0.0658,-7.255,0,0.176,4,0.365
hip-hop,7sO5G9EABYOXQKNPNiE9NR,Ric Flair Drip (with Metro Boomin),Offset,100.007,0.88,0.428,0.149,172800,5.05e-05,0.114,-8.28,1,0.206,4,0.333
hip-hop,1000nHvUdawXuUHgBod4Wv,Panini,Lil Nas X,153.848,0.703,0.594,0.342,114893,0.0,0.123,-6.146,0,0.0752,4,0.475
hip-hop,4sGylyGhQaOzhi77fLrMmP,Big Poppa,The Notorious B.I.G.,84.5,0.765,0.671,0.344,249867,0.0,0.0506,-5.249,0,0.278,4,0.798
hip-hop,5uDASfU19gDxSjW8cnCaBp,Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,108.034,0.886,0.427,0.0312,177184,0.00099,0.0906,-10.028,1,0.145,4,0.23
hip-hop,4y6c5vMzKKM3KsMbHtjKx5,Stronger,Kanye West,103.992,0.617,0.717,0.00564,311867,0.0,0.408,-7.858,0,0.153,4,0.49
hip-hop,3tjFYV6RSFtuktYl3ZtYcq,Mood (feat. iann dior),24kGoldn,90.989,0.7,0.722,0.221,140526,0.0,0.272,-3.558,0,0.0369,4,0.756
hip-hop,6C3XFdZ9sLsVcm4xF1XTKO,INDUSTRY BABY,Lil Nas X,150.011,0.739,0.708,0.0205,212347,0.0,0.0479,-7.407,0,0.0715,4,0.862
hip-hop,1t9WgS8FN0534tLBRwbaxO,Whoopty,CJ,140.201,0.719,0.648,0.2,123263,0.0,0.127,-7.6,0,0.125,4,0.66
hip-hop,2fQrGHiQOvpL9UgPvtYy6G,Bank Account,21 Savage,75.016,0.884,0.347,0.015,220307,7e-06,0.0871,-8.227,0,0.35,4,0.376
hip-hop,30Gd3snWllczPbz2Gd0JMe,Like Toy Soldiers,Eminem,79.178,0.52,0.768,0.0193,296880,0.00034,0.104,-3.489,0,0.359,4,0.398
country,6uTb5oNK9RkTjxmh73W7MG,Die A Happy Man,Thomas Rhett,166.049,0.595,0.389,0.418,227427,1.39e-06,0.116,-9.245,1,0.0349,4,0.4
country,1jNNHFZmRGXZFHlil5uhei,Drunk on Your Love,Brett Eldredge,182.064,0.443,0.831,0.414,173960,0.0,0.204,-5.606,1,0.0616,4,0.588
country,0f1svjHSiaCJif6noKKVHa,Wanted,Hunter Hayes,169.784,0.421,0.476,0.268,228840,0.0,0.0816,-7.692,1,0.0298,4,0.3
country,46ZfPS5VpSQVU5gb82hg3K,Anything Goes,Florida Georgia Line,154.007,0.458,0.976,0.00182,218867,0.0,0.193,-3.791,1,0.0459,4,0.76
country,52lGuLAkIVbm4LZkSf9nj0,Kinfolks,Sam Hunt,76.011,0.569,0.807,0.0876,181933,0.0,0.164,-4.584,1,0.0464,4,0.883
country,4W38RXuQNuoTSwVsQA1OGC,Nothin' Like You,Dan + Shay,84.956,0.589,0.704,0.151,186253,0.0,0.067,-4.772,1,0.0303,4,0.437
country,1eFrhAmzoQnTlwvnqvLt7D,Five More Minutes,Scotty McCreery,156.034,0.496,0.632,0.257,241147,1.07e-06,0.109,-4.933,1,0.0282,4,0.278
country,4k3lPl8YTKuY8c1HelVnm3,'Til You Can't,Cody Johnson,160.087,0.501,0.815,0.0513,224213,0.0,0.106,-4.865,1,0.0436,4,0.46
country,4KULAymBBJcPRpk1yO4dOG,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,77.639,0.429,0.453,0.554,227196,2e-06,0.102,-7.746,1,0.0459,4,0.155
country,4dSoGVrDcbQafRw2FJwbmW,Play It Again,Luke Bryan,143.935,0.508,0.882,0.094,226867,0.0,0.0712,-3.239,1,0.0651,4,0.595
country,7221xIgOnuakPdLqT0F3nP,I Had Some Help (Feat. Morgan Wallen),Post Malone,127.986,0.638,0.855,0.00757,178206,0.0,0.245,-4.86,1,0.0264,4,0.731
